stop_code,stop_name,stop_lat,stop_lon
4556,E Verona at Enterprise,42.99287,-89.526778
0456,Fish Hatchery at Carver,43.044304,-89.404113
4560,Beltline S at Seminole,43.034554,-89.443979
4572,Todd at Pelham,43.029999,-89.425016
0459,Erin at S Mills,43.059774,-89.403665
4613,Post at Traceway,43.026589,-89.419082
0462,W Badger at Overpass,43.038517,-89.388457
4622,Fish Hatchery at Greenway,43.031136,-89.409595
4623,E Verona at Enterprise,42.992557,-89.526432
4637,Fish Hatchery at Traceway,43.024198,-89.414469
4639,Todd at Greenway,43.031521,-89.423091
F443,S Whitney at Kroncke,43.027545,-89.475115
4648,E Cheryl at Crinkle Root,43.007017,-89.399585
F454,S Whitney at Kroncke,43.027876,-89.475596
F463,Allied at Thurston,43.031167,-89.458882
4684,McKee at Fish Hatchery,43.015703,-89.425188
4688,Beltline S at Underpass,43.035943,-89.452355
0469,W Washington at Southwest,43.067543,-89.394121
0470,N Bassett at W Dayton,43.071625,-89.39286
4707,Fish Hatchery at Caddis,43.019436,-89.418898
4719,Beltline S at Underpass,43.035578,-89.451587
4722,E Cheryl at Big Bluestem,43.007054,-89.40368
0473,W Washington at S Bassett,43.070228,-89.390293
4732,W Verona at N Main,42.990501,-89.534012
4739,Greenway at Coho,43.030814,-89.414283
0475,S Park at Buick,43.041625,-89.393786
4751,Verona W at Beltline S,43.036074,-89.45427
4752,Fish Hatchery at Post,43.026329,-89.413136
4755,McKee at Commerce Park,43.015257,-89.467027
4761,Beltline S at Whenona,43.03461,-89.448759
4767,Lacy at S Fish Hatchery,43.001102,-89.42742
4777,Verona at Highway Ramp,43.036334,-89.452935
F488,Royal Wulff at High Ridge,43.021226,-89.421599
4790,Fish Hatchery at Greenway,43.031977,-89.40899
4791,Allied at Lovell,43.027076,-89.459546
4798,Verona E at Atticus,43.033666,-89.455922
0480,W Gorham at N Henry,43.075322,-89.391155
4801,Research Park at Lacy,43.001541,-89.425311
4812,W Verona at West End,42.98804,-89.553476
4818,Todd at Greenway,43.031844,-89.423215
4826,Post at Traceway,43.026759,-89.419835
4836,Fitchrona at King James,43.019032,-89.474097
4837,Post at Leopold,43.026356,-89.423227
4838,E Verona at Hometown,42.994093,-89.519406
4841,Beltline S at Todd,43.03486,-89.423054
4844,Fish Hatchery at Ochalla,43.028566,-89.411458
4845,Fish Hatchery at Emil,43.036793,-89.40493
4848,Nakoma at Seminole,43.043757,-89.444217
4861,Red Arrow at Thurston,43.031589,-89.456538
4876,Beltline S at Curry,43.035156,-89.425127
0488,Linden at N Charter,43.0752,-89.407339
4886,Greenway at Bryant,43.031243,-89.411149
4887,Research Park at E Cheryl,43.004907,-89.425163
4889,E Verona at Hometown,42.993736,-89.51906
0049,N Lake at Langdon,43.075529,-89.397191
0490,N Charter at W Johnson,43.072299,-89.405883
4905,W Verona at Legion,42.989036,-89.540667
F414,Grandview at Sandwood,43.026982,-89.431505
4918,W Verona at Half Mile,42.988503,-89.546165
0492,John Nolen at Lakeside,43.055713,-89.381932
4941,Fish Hatchery at High Ridge,43.021316,-89.417158
F445,Post at Todd,43.026741,-89.426126
F453,Post at Coho,43.026767,-89.414579
0496,Koster at Ardmore,43.044148,-89.385493
4968,Beltline S at Landmark,43.034959,-89.428619
4970,Lacy at Central Park,43.008966,-89.389002
4971,E Cheryl at Agrace,43.004889,-89.416543
4983,Fish Hatchery at McKee,43.015452,-89.424177
4984,Fitchrona at Kapec,43.018924,-89.476255
0499,Fish Hatchery at W Badger,43.038914,-89.403757
0005,W Dayton at N Orchard,43.070947,-89.406982
F515,Northland at Mandrake,43.14502,-89.378184
5109,Northport at Dryden,43.12877,-89.358748
0512,W Washington at N Bassett,43.069986,-89.391021
5125,N Sherman at Logan,43.116255,-89.363627
5142,Troy at Forster,43.133799,-89.373212
5143,Packers at International,43.121883,-89.354777
5149,Northport at Troy,43.133843,-89.371235
5162,N Sherman at Northport,43.130277,-89.363664
5164,Northport at Dryden,43.129128,-89.358711
F573,School at Fulton,43.143723,-89.382732
5178,Troy at Goodland,43.133855,-89.377734
0519,S Park at Fish Hatchery,43.057212,-89.398803
5193,N Sherman at Schlimgen,43.118762,-89.3636
5197,Troy at Green,43.134773,-89.396996
0052,Observatory at N Charter,43.076131,-89.40566
5203,Green at Meadow Ridge,43.137513,-89.397687
5228,Packers at Manley,43.123674,-89.355343
5244,Packers at Tennyson,43.1344,-89.355518
5260,Troy at Crosswalk,43.133856,-89.380576
F572,Havey at Kennedy,43.141173,-89.387664
F599,Wheeler at Delaware,43.148216,-89.375092
F030,Fish Hatchery at Cedar,43.051913,-89.399261
5304,N Sherman at Farragut,43.117446,-89.36391
0532,Linden at Babcock,43.075254,-89.412549
5320,Packers at Elka,43.125832,-89.355489
0533,Regent at S Breese,43.067725,-89.413451
5335,Tennyson at N Sherman,43.134771,-89.363178
5342,Troy at Karstens,43.133875,-89.386296
5346,Northport at Warner Park,43.132561,-89.367294
F547,Wheeler at Golf View,43.147541,-89.367122
F549,Wheeler at Comanche,43.148187,-89.371632
5358,N Sherman at Melrose,43.12289,-89.363794
5366,Northport at N Sherman,43.131002,-89.363774
0537,W Johnson at Wisconsin,43.076691,-89.387018
5382,N Sherman at Trailsway,43.126256,-89.363729
5397,Knutson at Northport,43.141738,-89.392569
5407,N Sherman at Melrose,43.123436,-89.363497
5411,Delaware at Dakota,43.143306,-89.368114
5420,Packers at Schlimgen,43.118418,-89.355287
5432,N Sherman at Lake View,43.137341,-89.363411
5433,Packers at Manley,43.123888,-89.354861
0546,S Park at Regent,43.067392,-89.401194
0548,Regent at N Mills,43.067822,-89.404428
F505,Havey at School,43.140939,-89.383141
5536,Troy at Lerdahl,43.133885,-89.389299
5546,Packers at Scott,43.132574,-89.355495
F056,Buick at Taft,43.04184,-89.392935
0561,N Park at W Dayton,43.070821,-89.400637
F525,School at Northland,43.145953,-89.382644
0564,W Wilson at S Henry,43.070692,-89.384195
0565,N Rusk at Nygard,43.041336,-89.384063
5657,Murphy at Green,43.138946,-89.396673
5663,Northport at Barby,43.137124,-89.380833
5683,N Sherman at Trailsway,43.126059,-89.363445
5715,Northport at Kennedy,43.139714,-89.38832
0573,Linden at Henry,43.075012,-89.409833
5733,Packers at Schlimgen,43.118633,-89.354829
5748,N Sherman at Schlimgen,43.11904,-89.363884
5777,Packers at Elka,43.125634,-89.354921
5796,Troy at School,43.133866,-89.38359
5815,Northport at Goodland,43.135743,-89.376621
0582,S Park at Crosswalk,43.046916,-89.394302
5823,N Sherman at Northside Town,43.128745,-89.363393
5835,North at Central Wisconsin,43.140754,-89.39519
5847,Delaware at Esch,43.144561,-89.370288
5856,Packers at International,43.121292,-89.355271
5865,Delaware at Tennessee,43.144938,-89.373735
5888,N Sherman at Sunfield,43.139194,-89.363335
5899,Northport at Warner Park,43.132149,-89.367295
0590,W Badger at Cypress,43.038645,-89.397699
F501,Kennedy at Havey,43.140931,-89.387887
0593,N Broom at W Dayton,43.073129,-89.391032
